0.06
0.32
0.58
0.84
1.10
1.35
1.61
1.87
2.12
2.38
2.63
2.88
3.13
3.37
3.62
3.86
4.10
4.34
4.58
4.83
5.07
5.31
5.55
5.80
6.04
